,장르,제목,좋아요,별점
2363,스토리,Circle,347,9.86
2364,스토리,꽃밭에서,"1,673",9.87
2365,스토리,평범한 8반,225,9.61
2366,스토리,국밥왕,197,8.82
2367,스토리,5인전쟁,521,9.87
2368,스토리,찬란의 날,540,9.83
2369,스토리,(핫샷)HOTSHOT[?],"1,009",9.75
2370,스토리,밀지,234,9.74
2371,스토리,사랑해요 누나..,640,9.82
2372,스토리,크림슨 크로스,"1,465",9.77
2373,스토리,월국(月國)의 프락세이스,521,9.64
2374,스토리,라스오브이블,410,9.60
2375,스토리,진주전,145,9.86
2376,스토리,어느새스며든,684,9.59
2377,스토리,글라디우스 프로젝트,"1,851",9.88
2378,스토리,WINGS,125,9.80
2379,스토리,팔재叭災,687,9.73
2380,스토리,여도지죄,"2,593",9.83
2381,스토리,마고령,"1,426",9.85
2382,스토리,아이들의404,"1,590",9.87
2383,스토리,밀레니엄 헌터,420,9.87
2384,스토리,블랙,90,9.49
2385,스토리,초하루 밤의 달맞이꽃,178,9.79
2386,스토리,스트리트킹,439,5.77
2387,스토리,오늘부터 날아!,"1,466",9.85
2388,스토리,기다림의 미학,558,9.54
2389,스토리,파차마마의 마법,779,9.88
2390,스토리,데뷔하고 싶어요,286,9.26
2391,스토리,미토스 리바이버,745,9.83
2392,스토리,아레나걸스,34,9.64
2393,스토리,오리의 호수,51,9.44
2394,스토리,용사 신드롬!,409,9.57
2395,스토리,시인 없이,892,9.85
2396,스토리,색깔전쟁,53,9.79
2397,스토리,살인자,529,9.86
2398,스토리,좀비의 순정,108,9.51
2399,스토리,프러미스 : 증오의 찬가,"1,021",9.42
2400,스토리,여우들,228,9.47
2401,스토리,토마,621,9.43
2402,스토리,폭력의신,98,9.62
2403,스토리,정의를 위한 나라,429,9.48
2404,스토리,조선귀변사,451,9.56
2405,스토리,용사를 찾아서,129,9.35
2406,스토리,수트 오브 스파이(suit of spy),333,9.62
2407,스토리,이차원의 테라리움,87,9.45
2408,스토리,피지 않는 꽃,681,9.83
2409,스토리,숨,"2,242",9.86
2410,스토리,전지적 악녀 시점,319,8.81
2411,스토리,썸씽,"1,610",9.86
2412,스토리,HOOD,"1,834",9.87
2413,스토리,악귀의 메아리,431,9.61
2414,스토리,성장호르몬,"1,629",9.81
2415,스토리,백조의 호수,597,9.80
2416,스토리,이상의세상,58,9.16
2417,스토리,비너스,294,9.28
2418,스토리,해바라기 하나,"1,159",9.87
2419,스토리,페인포인트 PAINPOINT,130,9.62
2420,스토리,그림자가 길어지는 시간,73,9.86
2421,스토리,오픈 오전 11시,569,9.64
2422,스토리,고3목마 회전인생,118,9.73
2423,스토리,메모리시티-일주일해결사들,118,9.74
2424,스토리,공허의 숲,377,9.57
2425,스토리,크로우,360,9.82
2426,스토리,시선의차이,384,9.44
2427,스토리,천개의 소원,"9,970",9.86
2428,스토리,사서고생!,587,9.74
2429,스토리,일요극장,"1,593",9.85
2430,스토리,사업왕 심길후,"1,551",9.65
2431,스토리,피오키노,531,9.64
2432,스토리,시간의 뒷면,681,9.52
2433,스토리,그래도 내일은,149,9.79
2434,스토리,붉은끈,120,9.76
2435,스토리,슬기는 슬기를 싫어해!,143,9.53
2436,스토리,마피아 게임,"1,596",9.85
2437,스토리,북극의 밤,127,9.44
2438,스토리,INCURSION - 나락의 도시,873,9.76
2439,스토리,멋지다고 해줘!,108,9.45
2440,스토리,튄공,407,9.80
2441,스토리,연애의정령,"1,072",9.84
2442,스토리,모태솔로수용소,"5,389",9.72
2443,스토리,재와 먼지의 시,182,9.79
2444,스토리,컷,459,9.65
2445,스토리,향기를 입다,103,9.35
2446,스토리,일주일 지구체험,544,9.77
2447,스토리,사람사이,104,9.53
2448,스토리,스쿱스,331,9.55
2449,스토리,진짜 다 이루어줘,660,9.14
2450,스토리,봄여름가을겨울 떡집,"1,222",9.75
2451,스토리,얼짱의 이중생활,405,9.79
2452,스토리,미녀와 마녀,70,9.53
2453,스토리,시선이 교차하는 곳,232,9.69
2454,스토리,지나온 길,989,9.38
2455,스토리,무쇠,183,9.78
2456,스토리,미치광이 맥,479,9.78
2457,스토리,"부사관 후보생, 유아미!",172,9.12
2458,스토리,계약인싸,290,8.88
2459,스토리,인비트윈,735,9.49
2460,스토리,이그니션,29,7.78
2461,스토리,막장동화에 어서오렴! (feat.동화원정대),290,9.25
2462,스토리,그루버,120,9.15
2463,스토리,망각천사를 잡는 방법,488,9.76
2464,스토리,파라웨이 치킨,546,9.68
2465,스토리,레사(lessa),323,9.79
2466,스토리,폭풍의전학생,121,9.69
2467,스토리,난 너의 운명,516,9.83
2468,스토리,'아동전문' 동화미술학원,188,9.68
2469,스토리,졸래동화,"3,894",9.83
2470,스토리,사랑은 햄스터를 타고,"2,103",9.85
2471,스토리,호구 도사,430,9.74
2472,스토리,25세 요술공주,334,9.76
2473,스토리,in,256,9.22
2474,스토리,벌레 이야기,891,9.72
2475,스토리,전송,467,9.21
2476,스토리,다시 만나요,129,9.21
2477,스토리,시월의 로맨스,262,9.14
2478,스토리,벨루마포스트,34,9.70
2479,스토리,스퓨메어:연기처럼 사라지다,327,9.73
2480,스토리,철수는영희를사랑해,162,9.86
2481,스토리,언령,76,9.41
2482,스토리,어른스러운 철구,285,9.66
2483,스토리,외인,90,8.62
2484,스토리,니플헤임,"1,800",9.86
2485,스토리,별이 내린 여름날,433,9.75
2486,스토리,살인자ㅇ난감,157,9.61
2487,스토리,이별만화 완성도,277,9.58
2488,스토리,타임인조선,131,9.64
2489,스토리,떡신사바,223,9.76
2490,스토리,저편의 그림자,158,9.79
2491,스토리,나를 위한 봄,86,8.49
2492,스토리,FREEKICK,126,9.78
2493,스토리,인형의 꿈,"1,005",9.82
2494,스토리,메이커,580,9.74
2495,스토리,물속의 고요,901,9.85
2496,스토리,애플파이,152,9.64
2497,스토리,리사이클,299,8.94
2498,스토리,딸기와 밀크티,"1,844",9.74
2499,스토리,펄스나인,"2,024",9.49
2500,스토리,다이아 하트의 안내인,184,9.12
2501,스토리,블랙시저스,55,9.81
2502,스토리,픽셔너,227,9.64
2503,스토리,조선좀비,106,9.79
2504,스토리,우주대모험,184,9.20
2505,스토리,범죄 사냥꾼:9직 전쟁,374,9.58
2506,스토리,노미를 잡아라,125,9.48
2507,스토리,땅 끝에서,239,9.85
2508,스토리,해동요,232,9.02
2509,스토리,공부할 시간,292,9.83
2510,스토리,너의 HEART를 나에게 줄래?,593,9.85
2511,스토리,모두의 추억,738,9.80
2512,스토리,신령,343,9.81
2513,스토리,소울,338,8.93
2514,스토리,즉석 야구부!,84,9.49
2515,스토리,렘브란트 블러드,17,8.67
2516,스토리,다 정한 꿈,386,9.73
2517,스토리,옥탑방마녀,428,9.80
2518,스토리,펜션 타나토스,276,9.72
2519,스토리,SORRY MAN,39,9.67
2520,스토리,카프그라 증후군,36,9.80
2521,스토리,우주교도소 바다붐,"1,749",9.76
2522,스토리,아씨와 나,703,9.86
2523,스토리,스펙트럼 분석기,58,9.85
2524,스토리,안녕 외교국,545,9.54
2525,스토리,신룡의 주인,"4,020",9.85
2526,스토리,차원이동전문 환상부동산,266,9.78
2527,스토리,짐승의 이빨처럼,169,8.44
2528,스토리,야수본능,212,9.51
2529,스토리,원스 인 어 블루문,440,9.81
2530,스토리,사도 신여랑傳,129,9.50
2531,스토리,기억을 만드는 여자,11,6.40
2532,스토리,실,"8,250",9.85
2533,스토리,사냥꾼과 최형사,536,9.42
2534,스토리,4번째 세계,144,9.59
2535,스토리,설레는 기분,"2,724",9.85
2536,스토리,예쁜 사나이,139,9.59
2537,스토리,빙하기 사람들,609,9.75
2538,스토리,코엑시스트,148,8.92
2539,스토리,신수의 주인,"2,540",9.82
2540,스토리,내 소울메이트는 어디있을까,808,9.87
2541,스토리,무탄트,140,9.85
2542,스토리,키치 꼬치,133,8.18
2543,스토리,드리머즈,554,9.31
2544,스토리,에스카토스,"1,245",9.87
2545,스토리,마더어스,825,9.49
2546,스토리,아름다운 개새끼,"2,530",9.85
2547,스토리,국화야,145,9.40
2548,스토리,밤을 삼킨 아이,356,9.60
2549,스토리,처음이잖아,152,9.53
2550,스토리,뱀파이어클럽의 혈투,156,8.26
2551,스토리,동거,96,9.80
2552,스토리,얼어붙은 아로와향기,283,8.83
2553,스토리,그녀는 흡!혈귀,105,9.83
2554,스토리,어느 오래된 도서관의 비밀,588,9.86
2555,스토리,그들의 방식,944,9.83
2556,스토리,위험한 들개들,16,9.38
2557,스토리,언더그라운드 블러드팩,864,9.87
2558,스토리,마네킹,"1,025",9.85
2559,스토리,거울 속에 비친 유령,156,9.81
2560,스토리,타이트엔드,247,9.46
2561,스토리,홀,165,9.59
2562,스토리,꼴통명문 구린고,"1,297",9.85
2563,스토리,녹색문,93,9.75
2564,스토리,에이디,584,9.86
2565,스토리,혼원사,900,9.86
2566,스토리,플라잉 스쿼럴 걸,58,9.78
2567,스토리,들개의 품위,"2,421",9.86
2568,스토리,U.S.P.O.,186,9.32
2569,스토리,파이브 소울,68,9.62
2570,스토리,위기의 범죄자,"3,078",9.86
2571,스토리,모아세 (모두가 아름다워진 세상),"14,606",9.86
2572,스토리,주저드,422,9.36
2573,스토리,투하프데빌,357,9.37
2574,스토리,드림웨폰,"1,793",9.83
2575,스토리,트럼프(Trump),406,9.85
2576,스토리,애원(愛怨),419,9.81
2577,스토리,네펜데스,231,9.11
2578,스토리,레이디 프로젝트,"4,960",9.86
2579,스토리,사계절 마법소녀,119,9.80
2580,스토리,동양의 색,211,9.78
2581,스토리,시밝,227,9.84
2582,스토리,IF,226,9.59
2583,스토리,슬기로운 생활,"2,319",9.85
2584,스토리,DEAD DAYS,"3,792",9.82
2585,스토리,비아이 단편집 알콩달콩,113,9.85
2586,스토리,라텔론,439,9.26
2587,스토리,정불고교,103,9.43
2588,스토리,라이즈(RISE),225,9.68
2589,스토리,널 마주할 용기눈,371,9.15
2590,스토리,"치킨,신이된닭",379,9.80
2591,스토리,정사도 [Saintly Dozen],142,8.08
2592,스토리,점성술사,169,9.61
2593,스토리,더 모나크,94,9.69
2594,스토리,샌드위치를 먹다,356,9.62
2595,스토리,Live Live Dead,124,9.47
2596,스토리,약하지않아,495,9.80
2597,스토리,왕자님을 인터뷰하는 법,"1,000",9.85
2598,스토리,가족사진,6,8.79
2599,스토리,소꿉친구,126,9.75
2600,스토리,변기통 로맨스,"1,259",9.81
2601,스토리,도닥도닥,607,9.86
2602,스토리,공간-空間-,206,9.85
2603,스토리,싸카소녀,868,9.84
2604,스토리,블랙마리아,10,9.17
2605,스토리,문러버,120,7.86
2606,스토리,우리들의 다섯걸음,501,9.62
2607,스토리,악마도 의무교육 받습니다!,"3,945",9.87
2608,스토리,칠흑,147,9.49
2609,스토리,길리,626,9.87
2610,스토리,"Please Me, Please","1,163",9.78
2611,스토리,장인의 나라,89,9.84
2612,스토리,메모리즈 레인,195,9.86
2613,스토리,아빠를 찾습니다.,81,9.79
2614,스토리,향일화,130,9.78
2615,스토리,보보니이야기,136,9.76
2616,스토리,능능,117,9.78
2617,스토리,양말도깨비,507,9.86
2618,스토리,ZET,160,9.24
2619,스토리,낮게 날고있는 연,"1,599",9.56
2620,스토리,그 섬에 바보들이 산다,"1,142",9.83
2621,스토리,밤공마,266,9.57
2622,스토리,여름에 내리는 서리,165,9.09
2623,스토리,갱스타즈(Gangstaaz),472,9.64
2624,스토리,론즈(Lons),143,9.82
2625,스토리,키스 마이 라이프(Kiss My Life),158,9.79
2626,스토리,세상에서 가장 행복한 고양이,172,9.86
2627,스토리,독신으로 살겠다,64,9.73
2628,스토리,플라시버,116,8.72
2629,스토리,릴리스,97,9.58
2630,스토리,엘리자베스1호,515,9.85
2631,스토리,연우퇴마기,71,9.78
2632,스토리,크리퍼스큘(Crepuscule),323,9.74
2633,스토리,PWAP(피와피),49,9.76
2634,스토리,비밀곰,182,9.11
2635,스토리,천지해,528,9.86
2636,스토리,DAWN 여명 - 트와일라이트 2부,811,9.85
2637,스토리,조선의함대,49,9.56
2638,스토리,귀예록,159,9.79
2639,스토리,야화,140,9.79
2640,스토리,신속한 세계,145,9.23
2641,스토리,더 게이머,218,9.85
2642,스토리,렌탈맨,873,8.30
2643,스토리,여름의 퀄리아,116,9.16
2644,스토리,그들의 사정,116,9.00
2645,스토리,슈퍼랑,526,9.63
2646,스토리,Mrs. Alice,675,9.81
2647,스토리,비스트 사인,"1,919",9.66
2648,스토리,종말의 왕국,55,9.57
2649,스토리,잿빛악마,103,9.85
2650,스토리,우렁이라도 좋아,"1,462",9.82
2651,스토리,혼생자(魂生子),197,9.86
2652,스토리,크레파스,234,9.77
2653,스토리,TWINS,78,9.70
2654,스토리,도례 (道禮),77,8.77
2655,스토리,야상곡,168,9.75
2656,스토리,비행소년,46,9.50
2657,스토리,좀비를 위한 나라는 없다,75,9.66
2658,스토리,백수탐정,308,9.81
2659,스토리,예쁜인력,51,8.73
2660,스토리,못난오리,231,9.84
2661,스토리,우리들의 우상은,373,9.84
2662,스토리,금잔화가 피는 여름,217,9.27
2663,스토리,안녕 톡톡,125,8.95
2664,스토리,짐승의 맛,331,9.82
2665,스토리,[좀비]이게무슨일?,107,9.43
2666,스토리,산신 [山神],995,9.85
2667,스토리,힛온,110,9.85
2668,스토리,11월에 내리는 설이,250,9.74
2669,스토리,날개 부러진 새의 노래,235,9.68
2670,스토리,라이징패스트볼,48,9.56
2671,스토리,아이돌 스파이,137,9.68
2672,스토리,아마도,82,9.52
2673,스토리,디어비스,287,9.68
2674,스토리,몬딕,390,9.87
2675,스토리,해를쫓아별이된아이,"1,172",9.85
2676,스토리,꿰인 탄,203,9.37
2677,스토리,악제에피소드,51,9.56
2678,스토리,골신 파람,71,8.99
2679,스토리,몽유병,204,9.72
2680,스토리,스톰힐 다이어리,782,9.86
2681,스토리,피아타,278,9.75
2682,스토리,이런 카페 처음이야,444,9.87
2683,스토리,뿔뿔뿔뿔,293,9.82
2684,스토리,빅건맨,167,9.55
2685,스토리,모두 어디로 간걸까?,39,9.70
2686,스토리,무토 (Muto),70,9.70
2687,스토리,다락방을 찾아서,372,9.46
2688,스토리,경계 界,29,9.66
2689,스토리,라이트닝 플로우,28,9.44
2690,스토리,잊지않아,"1,905",9.55
2691,스토리,신의 언어,71,9.84
2692,스토리,나와너,96,9.77
2693,스토리,3구역 숲,125,9.47
2694,스토리,스너프 게임,318,9.49
2695,스토리,오빠의향기,"1,072",9.85
2696,스토리,봄봄,162,9.75
2697,스토리,탄생석,"6,305",9.86
2698,스토리,특허소년,565,9.87
2699,스토리,"멀리서 보면, 푸른 봄","1,220",9.85
2700,스토리,늑대의성,74,9.75
2701,스토리,어떤 화랑의 아가씨와 용의 이야기,349,9.86
2702,스토리,기적의 앱스토어,"1,153",9.86
2703,스토리,24,10,9.11
2704,스토리,그녀 찾아 삼만리,449,9.71
2705,스토리,인버스,837,9.86
2706,스토리,WaNDerer,546,9.86
2707,스토리,이오타,117,8.86
2708,스토리,사일런스,127,9.81
2709,스토리,음악의 길,128,9.30
2710,스토리,5일의 기적,109,9.78
2711,스토리,더 게임,37,9.66
2712,스토리,애플시나몬,"1,898",9.86
2713,스토리,꾼,100,9.52
2714,스토리,홈스위트홈,258,9.83
2715,스토리,얀카툰,70,8.86
2716,스토리,월한강청록,145,9.86
2717,스토리,일리티이아의 심장,69,9.80
2718,스토리,사랑을 주세요,74,9.67
2719,스토리,바이스,57,9.82
2720,스토리,귀신이보이다1(막장녀의일기),46,9.55
2721,스토리,이석의 맨숀,75,9.08
2722,스토리,사막화花,795,9.68
2723,스토리,미백클럽,190,9.68
2724,스토리,STUPOR MUNDI,12,9.32
2725,스토리,탈(TAL),200,9.76
2726,스토리,The Masque,101,9.81
2727,스토리,스핑크스에이지,65,9.85
2728,스토리,엘레프,145,9.73
2729,스토리,신영웅전기,"1,429",9.88
2730,스토리,너라면 알까?,576,9.86
2731,스토리,알바가 아니야!,36,8.38
2732,스토리,1 Push H,239,9.86
2733,스토리,HolloW,118,9.86
2734,스토리,魂지킴이,"1,226",9.77
2735,스토리,지신전,33,8.70
2736,스토리,숙천,81,9.77
2737,스토리,도사랜드,16,9.55
2738,스토리,필,154,9.86
2739,스토리,전기수 VLog,81,7.75
2740,스토리,벨벳 모멘트,29,9.32
2741,스토리,그것은 어느날,"2,581",9.85
2742,스토리,광전사령부,20,9.25
2743,스토리,너에게는 그저그런,50,9.86
2744,스토리,몽중저택,110,9.85
2745,스토리,달래주러 왔습니다,76,9.57
2746,스토리,꽃이 피고 진 자리,43,9.45
2747,스토리,Guardian,68,9.76
2748,스토리,외모윤리,191,9.85
2749,스토리,무극,814,9.84
2750,스토리,상어 이야기,114,9.43
2751,스토리,조선협객유랑기,36,9.78
2752,스토리,부처핸접,688,9.83
2753,스토리,헤븐샤워(Heaven Shower),76,9.75
2754,스토리,로키 (Loki),481,9.86
2755,스토리,심심한 마왕,94,9.76
2756,스토리,우리는 우연히 그리고,141,9.85
2757,스토리,흉터,326,9.86
2758,스토리,묘진전,265,9.86
2759,스토리,리플렉션,177,9.79
2760,스토리,망탁,33,9.56
2761,스토리,메리와 도날드,71,9.82
2762,스토리,Two Coffins (투카핀스),"1,157",9.64
2763,스토리,제왕의조건,161,9.81
2764,스토리,설뫼뎐,25,9.76
2765,스토리,코스튬 플레이어 - 란,26,9.76
2766,스토리,아스란영웅전,46,9.67
2767,스토리,도전만화가 변봉,35,9.67
2768,스토리,솔로가 하는 연애,111,9.69
2769,스토리,인디언,183,9.76
2770,스토리,LOS,37,9.79
2771,스토리,인간의 조건,611,9.87
2772,스토리,할라피뇨와 겁쟁이,75,9.83
2773,스토리,테임,133,9.50
2774,스토리,이단세,110,9.79
2775,스토리,죄를 삼키는 들꽃,98,9.78
2776,스토리,요괴의 순정만화,34,9.58
2777,스토리,지박령 브레이크,64,9.79
2778,스토리,꽃자국 길,"1,594",9.85
2779,스토리,BREEZE (브리즈),60,9.39
2780,스토리,아내의 그녀,"3,092",9.86
2781,스토리,버드맨 (bird-man),45,9.62
2782,스토리,라면이야기,29,9.49
2783,스토리,새벽9시,25,9.79
2784,스토리,블로섬 데이즈,54,9.80
2785,스토리,플린트 락 머스킷,286,9.78
2786,스토리,여름이 끝날 무렵,14,9.56
2787,스토리,리치+리치,32,9.78
2788,스토리,김강우이야기,86,9.78
2789,스토리,이름 없는 나에게,52,9.11
2790,스토리,삼십오미리(35mm),159,9.85
2791,스토리,오나미,141,7.45
2792,스토리,철가방 익스프레스,33,9.65
2793,스토리,세 개의 달,100,9.55
2794,스토리,뮤지션,64,9.80
2795,스토리,자이언트(THE HERO),75,9.73
2796,스토리,아이들은 즐겁다,113,9.86
2797,스토리,량 -무인정사-,13,9.02
2798,스토리,맛집남녀,21,9.59
2799,스토리,유신기(儒神記),29,9.77
2800,스토리,모순의 남자,34,9.75
2801,스토리,그림술사,568,9.87
2802,스토리,진실게임,"7,037",9.86
2803,스토리,진지 드셨어요?,"1,611",9.76
2804,스토리,4층복도끝천국,"5,231",9.86
2805,스토리,비비디 바비디 덕,305,9.82
2806,스토리,달이 빛나는 밤에,236,9.78
2807,스토리,야수의 노래,337,9.83
2808,스토리,나 그리고,"1,475",9.86
2809,스토리,오퍼레이터,56,9.57
2810,스토리,바람이 머무는 난,178,9.78
2811,스토리,원각주,82,9.81
2812,스토리,천연(天緣),257,9.78
2813,스토리,제페토,31,9.66
2814,스토리,요신,23,9.85
2815,스토리,별을 건너는 방법,126,9.86
2816,스토리,몬스터 삼국지,30,9.24
2817,스토리,Bugs,50,9.66
2818,스토리,영광에 매이다,140,9.74
2819,스토리,"숨은, 고양이 찾기",178,9.82
2820,스토리,렛츠,71,9.59
2821,스토리,달콤한 계절,355,9.36
2822,스토리,"소년, 남자의 이름으로",57,9.83
2823,스토리,말하지 않는다.,252,9.76
2824,스토리,내가 아는동생은 지금,83,9.78
2825,스토리,피노키오,138,9.75
2826,스토리,동물소대,101,9.39
2827,스토리,왕이 산다,26,9.81
2828,스토리,기사도,19,9.76
2829,스토리,AiMer[에이머],47,9.72
2830,스토리,다른 세상 소년,48,9.55
2831,스토리,"소년,소녀에게 묻는다.",49,9.45
2832,스토리,내 마음의 음유시인,932,9.86
2833,스토리,여름소년,29,9.62
2834,스토리,인생 삼파전,87,9.74
2835,스토리,전달자,384,9.31
2836,스토리,아메리카노,126,8.78
2837,스토리,콤플렉스,116,9.79
2838,스토리,BeYonD,"1,286",9.83
2839,스토리,마녀수업,"1,132",9.86
2840,스토리,위로,38,9.69
2841,스토리,늘 푸른 찻집,462,9.85
2842,스토리,윙즈 - 영광을 위한 날개,"1,445",9.85
2843,스토리,힐데르트 캐슬,58,9.42
2844,스토리,LOVE FICTION,35,9.73
2845,스토리,포츈쿠키,46,9.79
2846,스토리,아는사람 이야기,184,9.78
2847,스토리,트러블 앤 트리플,52,9.83
2848,스토리,애니마,958,9.83
2849,스토리,브로큰,42,9.83
2850,스토리,사랑후愛,31,9.77
2851,스토리,하양하,108,9.86
2852,스토리,초월(超越),55,9.79
2853,스토리,새벽소리가 들린다,697,9.70
2854,스토리,황태자의 하루,45,9.84
2855,스토리,Full Metal Wing,430,9.85
2856,스토리,카이만,99,9.84
2857,스토리,드림(DREAM),50,9.67
2858,스토리,죽음의 섬,24,9.65
2859,스토리,뉴클리어맨,49,9.63
2860,스토리,개판,53,9.69
2861,스토리,그린스마일,18,9.55
2862,스토리,The Hole,34,9.77
2863,스토리,행운의 서(書),770,9.87
2864,스토리,블랙보이,319,9.76
2865,스토리,[글레이저],23,9.62
2866,스토리,EVEN,37,9.80
2867,스토리,유 다아 이야기,62,9.84
2868,스토리,에르데,326,9.79
2869,스토리,커서,14,9.73
2870,스토리,여동생은 로봇,668,9.80
2871,스토리,인섹터,33,9.58
2872,스토리,ONE DAY (원데이),34,9.74
2873,스토리,길 위에서,24,9.68
2874,스토리,원 뿔러스 원,93,9.84
2875,스토리,특수 영능력 수사반,47,9.72
2876,스토리,반마(半魔),10,9.40
2877,스토리,아수라연,4,9.71
2878,스토리,사랑하는 마음,42,9.61
2879,스토리,리솔루토,284,9.73
2880,스토리,지구평화,154,9.53
2881,스토리,달리기,41,9.79
2882,스토리,사신전,15,9.72
2883,스토리,소년전[Limit],28,9.42
2884,스토리,블랙스완을 위한 변명,"1,420",9.86
2885,스토리,오늘의 끝에서 내일을 보다,31,9.69
2886,스토리,마들레느가 9번지,6,9.72
2887,스토리,마지막 피터팬,"1,523",9.85
2888,스토리,달팽이 일기,78,9.83
2889,스토리,개와나,18,9.69
2890,스토리,숲의노래 : 영혼이 잠드는 숲,108,9.83
2891,스토리,언더시티,22,9.66
2892,스토리,seedling,52,9.83
2893,스토리,카오스어택,69,9.76
2894,스토리,아이엠 슈퍼밴딧,21,9.55
2895,스토리,블러드블랙,"1,549",9.86
2896,스토리,우리가 흘린 메모지들,28,9.57
2897,스토리,너무 예쁜 거 아니니 꼬무야,86,9.67
2898,스토리,릴리 키스(Lily Kiss),21,9.74
2899,스토리,미다스의 아들,247,9.85
2900,스토리,LOST ISLAND,16,9.76
2901,스토리,비스트(beast),118,9.78
2902,스토리,7번국도아이,166,9.82
2903,스토리,Cheap An' Nasty,20,9.74
2904,스토리,충무공,55,9.13
2905,스토리,싸이클로(순환),27,9.31
2906,스토리,상냥들,"1,223",9.74
2907,스토리,곰돌이와 길냥이,55,9.79
2908,스토리,루나 온 더 스카이,34,9.79
2909,스토리,버퍼링,296,9.85
2910,스토리,터거(turgor),10,9.38
2911,스토리,레비아탄,25,9.73
2912,스토리,마음을 전해 드립니다.,436,9.83
2913,스토리,The R.R.H,29,9.76
2914,스토리,솔라보이,135,9.78
2915,스토리,넌 죽었다.,22,9.56
2916,스토리,확률,19,9.54
2917,스토리,시간의 섬,34,9.67
2918,스토리,안개숲에살다,23,9.70
2919,스토리,백은아란전,35,9.67
2920,스토리,CELL[셀],378,9.85
2921,스토리,신의 일요일,36,9.76
2922,스토리,별과 바람과 꽃길의 왈츠,31,9.69
2923,스토리,Soul Guide -소울 가이드-,36,9.65
2924,스토리,완전한 인간,35,9.78
2925,스토리,행월이야기,83,9.72
2926,스토리,디지털브레이커,15,9.66
2927,스토리,오블리비언,64,9.85
2928,스토리,우리집,23,9.72
2929,스토리,신부의 조각,12,9.67
2930,스토리,Ah!저이야기,31,9.74
2931,스토리,신입사원 김용사씨,124,9.86
2932,스토리,NoNameD,49,9.78
2933,스토리,천사라네,504,9.81
2934,스토리,스페이스 차이나드레스,18,9.60
2935,스토리,최고의 콤비,208,9.80
2936,스토리,샤이닝걸,21,9.76
2937,스토리,아더스 (others),66,9.78
2938,스토리,달세즈,142,9.86
2939,스토리,5月하늘의돋보기,409,9.85
2940,스토리,수호령,51,9.00
2941,스토리,LAYERS,19,9.71
2942,스토리,아첼레란도,475,9.76
2943,스토리,나만 모르는 이야기,85,9.78
2944,스토리,아벨,50,9.52
2945,스토리,두근거려요,"3,896",9.85
2946,스토리,RUN!,53,8.58
2947,스토리,더 캐슬,36,9.74
2948,스토리,[야메떼 오이상],25,9.62
2949,스토리,무색소녀,564,9.85
2950,스토리,트론즈,46,9.75
2951,스토리,12 (TWELVE),36,9.59
2952,스토리,카이제리온 (KAIXERION),156,9.51
2953,스토리,취급주의,31,9.72
2954,스토리,몽쥬페,425,9.86
2955,스토리,RED STORM,4,9.56
2956,스토리,다시 돌아오는 버스,28,9.69
2957,스토리,코크싸이더,191,9.75
2958,스토리,콜링 (The Calling),75,9.85
2959,스토리,정씨 남매,18,9.76
2960,스토리,그림자도마뱀사기극,62,9.80
2961,스토리,누설,113,9.84
2962,스토리,어느 베개의 이야기,24,9.77
2963,스토리,도깨비 낭자,481,9.77
2964,스토리,빗자루도깨비 태비 (리메이크 전),517,9.85
2965,스토리,CELL,28,9.60
2966,스토리,콘스탄쯔 이야기 | 지민양 이야기,21,9.68
2967,스토리,세상의 아이들,42,9.80
2968,스토리,가타리안,22,7.33
2969,스토리,낭만 house,18,9.75
2970,스토리,버드(BUD),516,9.65
2971,스토리,트웰브,135,9.82
2972,스토리,3월의 토끼,35,9.73
2973,스토리,그런 만화가가 있었다,128,9.48
2974,스토리,별의 유언,50,9.69
2975,스토리,안단테 노선생,80,9.67
2976,스토리,꽃같은인생,35,9.63
2977,스토리,케미스트리,33,9.67
2978,스토리,고기해방연합,754,9.85
2979,스토리,리바이어던,85,9.70
2980,스토리,카니발-Carnival-,232,9.85
2981,스토리,치국이야기,66,9.86
2982,스토리,루비노(Rubino),28,9.71
2983,스토리,기프트,22,9.84
2984,스토리,블로우,8,9.68
2985,스토리,에렌티,43,9.71
2986,스토리,소설가J,9,9.70
2987,스토리,Find(파인드),24,9.66
2988,스토리,발타인(BALTAINE),36,9.54
2989,스토리,마스크폴리스,101,9.84
2990,스토리,달콤한 푸른 별,15,9.79
2991,스토리,스페셜 에이전트 이설,12,9.52
2992,스토리,무령[巫鈴] the kinslayer,24,9.74
2993,스토리,버츄얼 패밀리,23,9.84
2994,스토리,유랑민족,38,9.83
2995,스토리,샌드스톰,17,9.76
2996,스토리,옐로우,13,9.74
2997,스토리,익스플로러,23,9.72
2998,스토리,될성부른 떡잎,11,9.67
2999,스토리,연옥님이 보고계셔,16,9.62
3000,스토리,마로이야기,93,9.84
3001,스토리,청춘거지클럽,68,9.78
3002,스토리,애플 다이너마이트,60,9.78
3003,스토리,외눈박이 물고기,22,9.73
3004,스토리,심해의 조각들,160,9.79
3005,스토리,히키(HicKey),230,9.85
3006,스토리,마녀가 되다.,15,9.63
3007,스토리,잡았다,21,9.69
3008,스토리,어둠이 스러지는 꽃,34,9.86
3009,스토리,[실화] 사랑하니까 시즌4,59,9.67
3010,스토리,푸른 도마뱀,8,9.47
3011,스토리,꽃밭에솔,43,9.78
3012,스토리,참 잘했어요!,14,9.67
