,À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,µî·ÏÀÏ,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö
766,½ÅÀÇ ¾ð¾î                ,½Å³»¸² (1),1,2013.06.01,8417,9.73,(Âü¿© 1423),12
767,½ÅÀÇ ¾ð¾î                ,½Å³»¸² (2),2,2013.06.08,3486,9.84,(Âü¿© 1046),2
768,½ÅÀÇ ¾ð¾î                ,ÀüÆÄ (1),3,2013.06.15,1938,9.84,(Âü¿© 827),3
769,½ÅÀÇ ¾ð¾î                ,ÀüÆÄ (2),4,2013.06.22,1279,9.85,(Âü¿© 851),2
770,½ÅÀÇ ¾ð¾î                ,ÀüÆÄ (3),5,2013.06.29,1070,9.87,(Âü¿© 1068),2
771,ÆÇ´Ùµ¶                ,[2day] ÆÇ´Ùµ¶ ÇÁ·»Áî 1È­ - Å»³¯¶ó,1,2007.01.09,13909,9.57,(Âü¿© 233),52
772,ÆÇ´Ùµ¶                ,[2day] ÆÇ´Ùµ¶ ÇÁ·»Áî 2È­ - ÇÑ¼ø°£ÀÇ ²Þ,2,2007.01.09,8454,9.51,(Âü¿© 183),39
773,ÆÇ´Ùµ¶                ,[2day] ÆÇ´Ùµ¶ ÇÁ·»Áî 3È­ - ¾Æ¹«°Å³ª,3,2007.01.10,6873,9.36,(Âü¿© 177),32
774,ÆÇ´Ùµ¶                ,[2day] ÆÇ´Ùµ¶ ÇÁ·»Áî 4È­ - °á½É¸¸ ÇÏ¸é,4,2007.01.10,6256,9.40,(Âü¿© 172),31
775,ÆÇ´Ùµ¶                ,[2day] ÆÇ´Ùµ¶ ÇÁ·»Áî 5È­ - ´ßµÑ±â,5,2007.01.11,5655,9.46,(Âü¿© 164),24
776,Å»(TAL)                ,Å»(TAL) [1],1,2009.04.23,16076,9.67,(Âü¿© 3535),28
777,Å»(TAL)                ,Å»(TAL) [2],2,2009.04.29,8715,9.65,(Âü¿© 3494),33
778,Å»(TAL)                ,Å»(TAL) [3],3,2009.05.06,4462,9.66,(Âü¿© 3051),10
779,Å»(TAL)                ,Å»(TAL) [4],4,2009.05.11,2562,9.70,(Âü¿© 3191),10
780,Å»(TAL)                ,Å»(TAL) [5],5,2009.05.23,1676,9.73,(Âü¿© 3162),9
781,¿ì¹Ù¿ì(¿ì¸®°¡ ¹Ù¶ó´Â ¿ì¸®)                ,#1,1,2014.09.20,14253,9.87,(Âü¿© 1954),495
782,¿ì¹Ù¿ì(¿ì¸®°¡ ¹Ù¶ó´Â ¿ì¸®)                ,#2,2,2014.09.21,9304,9.87,(Âü¿© 1762),434
783,¿ì¹Ù¿ì(¿ì¸®°¡ ¹Ù¶ó´Â ¿ì¸®)                ,#3,3,2014.09.22,5930,9.86,(Âü¿© 1534),304
784,¿ì¹Ù¿ì(¿ì¸®°¡ ¹Ù¶ó´Â ¿ì¸®)                ,#4,4,2014.09.24,4430,9.88,(Âü¿© 1859),503
785,¿ì¹Ù¿ì(¿ì¸®°¡ ¹Ù¶ó´Â ¿ì¸®)                ,#5,5,2014.09.26,3786,9.91,(Âü¿© 2230),512
786,½É½ÉÇÑ ¸¶¿Õ                ,-1- ¾îÂ¼¶ó´Â °ÅÁö,1,2011.04.30,11955,9.61,(Âü¿© 1437),40
787,½É½ÉÇÑ ¸¶¿Õ                ,-2- ¸¶¿ÕÀÇ ÁöÇý,2,2011.04.30,7568,9.62,(Âü¿© 1362),12
788,½É½ÉÇÑ ¸¶¿Õ                ,-3- ¹Ý¶õ,3,2011.05.01,3847,9.60,(Âü¿© 1271),5
789,½É½ÉÇÑ ¸¶¿Õ                ,-4- ¸¶°è·Î °¡´Â ÀÔ±¸,4,2011.05.02,2314,9.63,(Âü¿© 1250),4
790,½É½ÉÇÑ ¸¶¿Õ                ,-5- ³³Ä¡°èÈ¹,5,2011.05.02,1767,9.66,(Âü¿© 1243),4
791,¾Æ½º¶õ¿µ¿õÀü                ,01 ·¹µå½ºÅ¸ (1),1,2009.09.09,5367,9.53,(Âü¿© 262),6
792,¾Æ½º¶õ¿µ¿õÀü                ,01 ·¹µå½ºÅ¸ (2),2,2009.09.16,2739,9.31,(Âü¿© 262),2
793,¾Æ½º¶õ¿µ¿õÀü                ,01 ·¹µå½ºÅ¸ (3),3,2009.09.23,1479,9.58,(Âü¿© 234),2
794,¾Æ½º¶õ¿µ¿õÀü                ,01 ·¹µå½ºÅ¸ (4),4,2009.09.30,814,9.51,(Âü¿© 265),1
795,¾Æ½º¶õ¿µ¿õÀü                ,01 ·¹µå½ºÅ¸ (5),5,2009.10.07,528,9.61,(Âü¿© 231),1
796,»õº®9½Ã                ,ÇÁ·Ñ·Î±×,1,2012.03.10,5817,9.73,(Âü¿© 696),6
797,»õº®9½Ã                ,1È­ 6½ÃÀÇ ¼Õ´Ô,2,2012.03.16,5763,9.76,(Âü¿© 646),6
798,»õº®9½Ã                ,2È­ ´Ù¼¸ ³ëÀÎ,3,2012.03.21,2682,9.82,(Âü¿© 600),0
799,»õº®9½Ã                ,3È­ Â¡Á¶,4,2012.03.24,772,9.83,(Âü¿© 592),0
800,»õº®9½Ã                ,4È­ Â¡Á¶-2,5,2012.03.29,364,9.83,(Âü¿© 569),1
801,¾ÆÀÌµéÀº Áñ°Ì´Ù                ,ÀÔÇÐ,1,2013.01.09,6466,9.81,(Âü¿© 1178),11
802,¾ÆÀÌµéÀº Áñ°Ì´Ù                ,2È­,2,2013.01.17,3191,9.81,(Âü¿© 1164),3
803,¾ÆÀÌµéÀº Áñ°Ì´Ù                ,3È­,3,2013.01.26,1528,9.85,(Âü¿© 1201),2
804,¾ÆÀÌµéÀº Áñ°Ì´Ù                ,4È­,4,2013.02.02,761,9.84,(Âü¿© 1115),1
805,¾ÆÀÌµéÀº Áñ°Ì´Ù                ,5È­,5,2013.02.17,518,9.82,(Âü¿© 1074),1
806,¸ÀÁý³²³à                ,THE ¸ÀÁýºí·Î°Å KILLER ¸ÀÀºÁ¤,1,2012.06.01,3736,9.50,(Âü¿© 721),3
807,¸ÀÁý³²³à                ,¸À¹«ÇØ ÀüÅõ²¿¾Ë¶ó,2,2012.06.08,1673,9.54,(Âü¿© 602),2
808,¸ÀÁý³²³à                ,ÃòÇÃ¿§Áö¿¡°Ô ´ê±â¸¦,3,2012.06.15,1305,9.50,(Âü¿© 569),1
809,¸ÀÁý³²³à                ,ÃòÇÃ¿§Áö¿¡°Ô ´ê±â¸¦2,4,2012.06.29,647,9.68,(Âü¿© 768),0
810,¸ÀÁý³²³à                ,µ¥¾² ºí·Î°Å Å°¶ó,5,2012.07.08,448,9.61,(Âü¿© 655),2
811,¹Ù¶÷ÀÌ ¸Ó¹«´Â ³­                ,ÇÁ·Ñ·Î±×,1,2011.01.19,5690,9.62,(Âü¿© 2257),29
812,¹Ù¶÷ÀÌ ¸Ó¹«´Â ³­                ,[1È­] ¿ëÁÖÀÇ ÁÖÀÎ 1,2,2011.01.22,5101,9.65,(Âü¿© 2463),17
813,¹Ù¶÷ÀÌ ¸Ó¹«´Â ³­                ,[2È­] ¿ëÁÖÀÇ ÁÖÀÎ 2,3,2011.01.29,2905,9.68,(Âü¿© 2520),6
814,¹Ù¶÷ÀÌ ¸Ó¹«´Â ³­                ,[3È­] ¿ëÁÖÀÇ ÁÖÀÎ 3,4,2011.02.04,1655,9.75,(Âü¿© 2612),4
815,¹Ù¶÷ÀÌ ¸Ó¹«´Â ³­                ,[4È­] ¿ëÁÖÀÇ ÁÖÀÎ 4,5,2011.02.12,671,9.72,(Âü¿© 2239),4
816,¹æ¿ïÅä¸¶Åä                ,001. 2ÇÐ³â 7¹Ý Á¶¹ÎÈÆ ¿Ü 2¸í,1,2010.04.05,4912,9.63,(Âü¿© 1191),16
817,¹æ¿ïÅä¸¶Åä                ,002. ³Í ¼ºÀåÆÇÀÌ ¾ø´Â°Å ¾Æ´Ï¾ß?,2,2010.04.07,2364,9.68,(Âü¿© 1232),4
818,¹æ¿ïÅä¸¶Åä                ,003. ±×·±°Ô ÀÖ´ÂÁÙ ³­ ¸ô¶ú¾î,3,2010.04.12,944,9.63,(Âü¿© 1072),2
819,¹æ¿ïÅä¸¶Åä                ,004. ÇÏ·çÇÏ·ç°¡ ¹ö¶óÀÌ¾îÆ¼ ¶ó´Ï±î,4,2010.04.15,4728,9.66,(Âü¿© 915),1
820,¹æ¿ïÅä¸¶Åä                ,005. ¹º°¡ º¼Ç°¾øÁö¸¸ Â¿¾î,5,2010.04.22,504,9.65,(Âü¿© 906),1
821,±â»çµµ                ,½ÃÀÛ,1,2011.10.21,3899,9.77,(Âü¿© 554),7
822,±â»çµµ                ,³ª´Â Á×ÀÌÁö ¾Ê¾Ò´Ù.,2,2011.10.28,2605,9.76,(Âü¿© 409),2
823,±â»çµµ                ,Å»Ãâ,3,2011.11.04,1467,9.75,(Âü¿© 403),3
824,±â»çµµ                ,Àç¼ö¾ø´Â ³ðÀº µÚ·Î ³Ñ¾îÁ®µµ ÄÚ°¡!,4,2011.11.12,908,9.78,(Âü¿© 412),1
825,±â»çµµ                ,"·¹µð,¾×¼Ç!",5,2011.11.21,872,9.77,(Âü¿© 473),0
826,AiMer[¿¡ÀÌ¸Ó]                ,¿¹°í,1,2011.03.30,4295,9.59,(Âü¿© 645),12
827,AiMer[¿¡ÀÌ¸Ó]                ,1È­ ÀÛÀº¿ì¿¬,2,2011.04.01,3625,9.60,(Âü¿© 722),8
828,AiMer[¿¡ÀÌ¸Ó]                ,2È­ ÀÛÀº¿ì¿¬(2),3,2011.04.08,2081,9.58,(Âü¿© 707),4
829,AiMer[¿¡ÀÌ¸Ó]                ,3È­ ÀÛÀº¿ì¿¬(3),4,2011.04.15,1431,9.55,(Âü¿© 641),2
830,AiMer[¿¡ÀÌ¸Ó]                ,4È­ ÀÛÀº¿ì¿¬(4),5,2011.04.22,955,9.61,(Âü¿© 719),2
831,´Ã Çª¸¥ ÂþÁý                ,ÇÁ·Ñ·Î±×,1,2012.07.02,6007,9.79,(Âü¿© 5881),51
832,´Ã Çª¸¥ ÂþÁý                ,1È­,2,2012.07.09,4209,9.81,(Âü¿© 6067),31
833,´Ã Çª¸¥ ÂþÁý                ,2È­,3,2012.07.16,1841,9.81,(Âü¿© 5206),15
834,´Ã Çª¸¥ ÂþÁý                ,3È­,4,2012.07.22,865,9.82,(Âü¿© 4937),8
835,´Ã Çª¸¥ ÂþÁý                ,4È­,5,2012.07.30,533,9.84,(Âü¿© 4816),7
836,¾Æ´Â»ç¶÷ ÀÌ¾ß±â                ,01 25¼¼ ¼¼¿©ÀÚ,1,2011.07.03,6026,9.64,(Âü¿© 1643),24
837,¾Æ´Â»ç¶÷ ÀÌ¾ß±â                ,02 Çà¿îÀÇ ¿©½ÅÀº ³ªÀÇ Æí,2,2011.07.07,3171,9.63,(Âü¿© 1516),10
838,¾Æ´Â»ç¶÷ ÀÌ¾ß±â                ,03 µå¶ó¸¶¿Í Çö½Ç,3,2011.08.16,1853,9.65,(Âü¿© 1458),3
839,¾Æ´Â»ç¶÷ ÀÌ¾ß±â                ,04 ³²ÀÚµµ ¾ø´Âµ¥,4,2011.08.21,1028,9.66,(Âü¿© 1435),5
840,¾Æ´Â»ç¶÷ ÀÌ¾ß±â                ,µîÀåÀÎ¹°¼Ò°³1,5,2011.08.24,1425,9.61,(Âü¿© 1272),4
841,½º¸¶ÀÏºê·¯½Ã                ,2009³â 5¿ù ´Þ·Â (½º¸¶ÀÏºê·¯½Ã ¿ùÆäÀÌÆÛ),1,2009.05.01,917,9.18,(Âü¿© 312),4
842,½º¸¶ÀÏºê·¯½Ã                ,±×µ¿¾È..,2,2010.03.29,1347,9.53,(Âü¿© 385),4
843,°³ÆÇ                ,°³ÆÇ -1È­-,1,2008.12.19,7090,9.57,(Âü¿© 409),11
844,°³ÆÇ                ,°³ÆÇ -2È­-,2,2008.12.26,3519,9.59,(Âü¿© 380),7
845,°³ÆÇ                ,°³ÆÇ -3È­-,3,2009.01.02,1718,9.63,(Âü¿© 428),3
846,°³ÆÇ                ,°³ÆÇ -4È­-,4,2009.01.09,809,9.68,(Âü¿© 401),4
847,°³ÆÇ                ,°³ÆÇ -5È­-,5,2009.01.16,508,9.63,(Âü¿© 431),2
848,±×¸°½º¸¶ÀÏ                ,ÇÁ·Ñ·Î±×,1,2009.05.29,1014,9.64,(Âü¿© 446),8
849,±×¸°½º¸¶ÀÏ                ,ºÏ±ØÀÇ ¹°¹ü,2,2009.05.30,883,9.76,(Âü¿© 719),6
850,±×¸°½º¸¶ÀÏ                ,³ì´Â ¾óÀ½,3,2009.06.09,1336,9.66,(Âü¿© 689),6
851,¹ÌÄ£G (¹Ì¼÷ÇÑÄ£±¸´ÂG±¸ÀÎ)                ,1,1,2011.05.01,4211,9.68,(Âü¿© 1607),8
852,¹ÌÄ£G (¹Ì¼÷ÇÑÄ£±¸´ÂG±¸ÀÎ)                ,2,2,2011.05.08,1725,9.77,(Âü¿© 1872),8
853,¹ÌÄ£G (¹Ì¼÷ÇÑÄ£±¸´ÂG±¸ÀÎ)                ,3,3,2011.05.15,849,9.72,(Âü¿© 1565),3
854,¹ÌÄ£G (¹Ì¼÷ÇÑÄ£±¸´ÂG±¸ÀÎ)                ,4,4,2011.05.22,474,9.79,(Âü¿© 1765),0
855,¹ÌÄ£G (¹Ì¼÷ÇÑÄ£±¸´ÂG±¸ÀÎ)                ,5,5,2011.05.29,344,9.83,(Âü¿© 1926),1
856,¿ø »Ô·¯½º ¿ø                ,0,1,2013.05.11,2397,9.77,(Âü¿© 1553),12
857,¿ø »Ô·¯½º ¿ø                ,1-¼Ò³â&¼Ò³â,2,2013.05.12,1928,9.77,(Âü¿© 1769),12
858,¿ø »Ô·¯½º ¿ø                ,2,3,2013.05.20,800,9.79,(Âü¿© 1765),6
859,¿ø »Ô·¯½º ¿ø                ,3,4,2013.05.27,409,9.82,(Âü¿© 1942),3
860,¿ø »Ô·¯½º ¿ø                ,4,5,2013.06.03,370,9.84,(Âü¿© 1717),3
861,Æ¯¼ö ¿µ´É·Â ¼ö»ç¹Ý                ,¿¹°íÆí,1,2009.11.16,1899,9.55,(Âü¿© 1819),8
862,Æ¯¼ö ¿µ´É·Â ¼ö»ç¹Ý                ,ÆÄµ¿(1),2,2009.12.17,1530,9.69,(Âü¿© 2204),9
863,Æ¯¼ö ¿µ´É·Â ¼ö»ç¹Ý                ,ÆÄµ¿(2),3,2009.12.25,931,9.68,(Âü¿© 2149),5
864,Æ¯¼ö ¿µ´É·Â ¼ö»ç¹Ý                ,ÆÄµ¿(3),4,2010.01.01,548,9.64,(Âü¿© 1905),4
865,Æ¯¼ö ¿µ´É·Â ¼ö»ç¹Ý                ,ÆÄµ¿(4),5,2010.01.08,422,9.68,(Âü¿© 2122),1
866,¼Ò³âÀü[Limit]                ,ÇÁ·Ñ·Î±×,1,2010.09.09,1607,9.48,(Âü¿© 854),3
867,¼Ò³âÀü[Limit]                ,1È­ - ÇÊ¿¬(1),2,2010.09.16,1149,9.45,(Âü¿© 1021),1
868,¼Ò³âÀü[Limit]                ,2È­ - ÇÊ¿¬(2),3,2010.09.30,443,9.48,(Âü¿© 793),1
869,¼Ò³âÀü[Limit]                ,3È­ - ÇÊ¿¬(3),4,2010.10.07,237,9.52,(Âü¿© 690),1
870,¼Ò³âÀü[Limit]                ,4È­ - ÇÊ¿¬(4),5,2010.10.14,227,9.50,(Âü¿© 738),1
871,»÷ÇÁ¶õ½Ã½ºÄÚ È­¶û°ü                ,»÷ÇÁ¶õ½Ã½ºÄÚ È­¶û°ü,1,2011.06.12,7240,9.71,(Âü¿© 1537),12
872,»÷ÇÁ¶õ½Ã½ºÄÚ È­¶û°ü                ,È­¶û°ü¿¡ µé¾î°¡º¸´Ù.,2,2011.06.20,4018,9.68,(Âü¿© 1469),5
873,»÷ÇÁ¶õ½Ã½ºÄÚ È­¶û°ü                ,ÇÁ·ÎÀÌµå ¹Ú»ç,3,2011.07.04,2227,9.69,(Âü¿© 1401),2
874,»÷ÇÁ¶õ½Ã½ºÄÚ È­¶û°ü                ,¼ö¾÷ Ã¹ ³¯ 1.,4,2011.07.29,1441,9.74,(Âü¿© 1449),3
875,»÷ÇÁ¶õ½Ã½ºÄÚ È­¶û°ü                ,¼ö¾÷ Ã¹ ³¯ 2.,5,2011.08.19,774,9.74,(Âü¿© 1454),1
876,Ä«¿À½º¾îÅÃ                ,ÇÁ·Ñ·Î±×,1,2011.05.02,2750,9.58,(Âü¿© 1901),16
877,Ä«¿À½º¾îÅÃ                ,1È­ <ep01- ÀÌ»óÇÑ ¿µ¿õµé1>,2,2011.05.08,2212,9.77,(Âü¿© 3364),6
878,Ä«¿À½º¾îÅÃ                ,2È­ <ep01- ÀÌ»óÇÑ ¿µ¿õµé2>,3,2011.05.15,1080,9.77,(Âü¿© 3037),5
879,Ä«¿À½º¾îÅÃ                ,3È­ <ep01-ÀÌ»óÇÑ ¿µ¿õµé3>,4,2011.05.22,556,9.72,(Âü¿© 2540),4
880,Ä«¿À½º¾îÅÃ                ,4È­ <ep02-ÃÊ´ë¹ÞÁö ¾ÊÀº ¼Õ´Ô1>,5,2011.05.29,416,9.73,(Âü¿© 2455),4
881,¼Ò³âµéÀº ¹«¾ùÀ» ÇÏ°í ÀÖÀ»±î                ,.,1,2009.08.30,6947,9.82,(Âü¿© 5064),103
882,¼Ò³âµéÀº ¹«¾ùÀ» ÇÏ°í ÀÖÀ»±î                ,.,2,2009.08.30,2466,9.84,(Âü¿© 4891),90
883,¼Ò³âµéÀº ¹«¾ùÀ» ÇÏ°í ÀÖÀ»±î                ,.,3,2009.08.30,1237,9.84,(Âü¿© 4753),21
884,¼Ò³âµéÀº ¹«¾ùÀ» ÇÏ°í ÀÖÀ»±î                ,.,4,2009.08.30,914,9.83,(Âü¿© 4625),10
885,¼Ò³âµéÀº ¹«¾ùÀ» ÇÏ°í ÀÖÀ»±î                ,.,5,2010.02.03,416,9.85,(Âü¿© 4951),6
886,¹öÆÛ¸µ                ,ÇÁ·Ñ·Î±×,1,2013.08.03,4661,9.73,(Âü¿© 266),37
887,¹öÆÛ¸µ                ,1È­,2,2013.08.10,3925,9.77,(Âü¿© 299),35
888,¹öÆÛ¸µ                ,2È­,3,2013.08.17,1508,9.76,(Âü¿© 306),31
889,¹öÆÛ¸µ                ,3È­,4,2013.08.24,420,9.86,(Âü¿© 313),33
890,¹öÆÛ¸µ                ,4È­,5,2013.08.31,177,9.87,(Âü¿© 347),31
891,À§¾Æ´õ ´É·ÂÀÚ!                ,-Á¦ 1È­- ºÏ±Ø¼º ÀÌ¾ß±â,1,2011.06.23,5121,9.72,(Âü¿© 1773),18
892,À§¾Æ´õ ´É·ÂÀÚ!                ,-Á¦ 2È­- ¿°·ÂÀ» °¡Áø ¾ÆÀÌ,2,2011.06.26,2270,9.73,(Âü¿© 1809),9
893,À§¾Æ´õ ´É·ÂÀÚ!                ,-Á¦ 3È­- ¸ðµÎ°¡ ²Þ²Ù´Â ±× ´É·Â,3,2011.07.19,1147,9.74,(Âü¿© 1645),7
894,À§¾Æ´õ ´É·ÂÀÚ!                ,-Á¦ 4È­- ÅÂÇ³ÀÌ´Â ÂøÇß½À´Ï´Ù.,4,2011.07.26,779,9.73,(Âü¿© 1633),7
895,À§¾Æ´õ ´É·ÂÀÚ!                ,-Á¦ 5È­- ´É·ÂÀÚ ³¿»õ°¡ ³­´Ù.,5,2011.08.02,620,9.76,(Âü¿© 1622),5
896,½Ã°£ÀÇ ¼¶                ,ÇÁ·Ñ·Î±×,1,2010.03.04,1879,9.44,(Âü¿© 401),10
897,½Ã°£ÀÇ ¼¶                ,1È­ - µµÂø,2,2010.03.11,1311,9.58,(Âü¿© 459),4
898,½Ã°£ÀÇ ¼¶                ,2È­ - ¼ö»ö,3,2010.03.18,957,9.65,(Âü¿© 458),5
899,½Ã°£ÀÇ ¼¶                ,3È­ - ¹ß°ß,4,2010.03.25,707,9.66,(Âü¿© 368),4
900,½Ã°£ÀÇ ¼¶                ,4È­ - µ¹¾Æ°¡´Â ±æ,5,2010.04.01,584,9.69,(Âü¿© 355),2
901,NoNameD                ,1 È­ - ÅÍ³Î,1,2011.07.11,2015,9.64,(Âü¿© 1868),3
902,NoNameD                ,2 È­ - The Door,2,2011.07.18,799,9.67,(Âü¿© 1794),4
903,NoNameD                ,3 È­ - ÁöÀº,3,2011.07.25,403,9.67,(Âü¿© 1674),0
904,NoNameD                ,4 È­ - transfer,4,2011.08.08,322,9.66,(Âü¿© 1618),0
905,NoNameD                ,5È­ - monochromat,5,2011.08.15,467,9.62,(Âü¿© 1615),0
906,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º                ,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 1È­,1,2009.07.07,4434,9.39,(Âü¿© 153),5
907,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º                ,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 2È­,2,2009.07.14,1814,9.40,(Âü¿© 121),4
908,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º                ,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 3È­,3,2009.07.15,635,9.53,(Âü¿© 133),2
909,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º                ,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 4È­,4,2009.07.22,347,9.71,(Âü¿© 125),0
910,½ºÆäÀÌ½º Â÷ÀÌ³ªµå·¹½º                ,½ºÆäÀÌ½ºÂ÷ÀÌ³ªµå·¹½º 5È­,5,2009.07.29,255,9.57,(Âü¿© 126),0
911,°í½Ã»ýÅ÷                ,1. ÀÚÁö ¾ÊÀ¸·Á ³ë·ÂÇÏ±â (1),1,2010.03.25,3714,9.65,(Âü¿© 1000),7
912,°í½Ã»ýÅ÷                ,2. ÀÚÁö ¾ÊÀ¸·Á ³ë·ÂÇÏ±â (2),2,2010.04.02,1684,9.64,(Âü¿© 541),7
913,°í½Ã»ýÅ÷                ,3. ÇÐ±³ ¿¬¸ø¿¡ ´«¹°À» ¾Ä°í,3,2010.04.17,716,9.64,(Âü¿© 527),1
914,°í½Ã»ýÅ÷                ,4. ½ÃÇè±â°£ÀÔ´Ï´Ù.,4,2010.04.24,374,9.72,(Âü¿© 495),0
915,°í½Ã»ýÅ÷                ,5. ²É ÇÇ´Â º½ÀÌ ¿À¸é,5,2010.05.01,263,9.75,(Âü¿© 479),0
916,µÎ±Ù°Å·Á¿ä                ,ÇÁ·Ñ·Î±×,1,2013.09.02,2343,9.77,(Âü¿© 1222),194
917,µÎ±Ù°Å·Á¿ä                ,1È­,2,2013.09.05,1731,9.82,(Âü¿© 1302),133
918,µÎ±Ù°Å·Á¿ä                ,2È­,3,2013.09.08,760,9.81,(Âü¿© 1413),124
919,µÎ±Ù°Å·Á¿ä                ,3È­,4,2013.09.12,275,9.81,(Âü¿© 1202),120
920,µÎ±Ù°Å·Á¿ä                ,4È­,5,2013.09.14,177,9.81,(Âü¿© 1139),113
921,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó]                ,<<¹é¼ö ½Ç¿¬´çÇÏ´Ù!>>,1,2008.11.20,3226,9.47,(Âü¿© 375),9
922,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó]                ,<<³» ¿©ÀÚÀÇ ³²ÀÚÄ£±¸>>,2,2008.11.27,1292,9.57,(Âü¿© 359),4
923,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó]                ,<<±ÍÇÏ½Å ¸ö>>,3,2008.12.04,554,9.68,(Âü¿© 431),2
924,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó]                ,<<¿ÀÀÌ¸¸µµ ¸øÇÑ ³ð>>,4,2008.12.09,355,9.67,(Âü¿© 408),3
925,[¾ß¸Þ¶¼ ¿ÀÀÌ»ó]                ,<<Áñ°Å¿î ¸¶Æ®>>,5,2008.12.16,201,9.68,(Âü¿© 445),1
926,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â                ,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 01,1,2007.04.30,1574,9.49,(Âü¿© 487),2
927,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â                ,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 02,2,2007.05.01,599,9.66,(Âü¿© 429),1
928,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â                ,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 03,3,2007.05.02,302,9.70,(Âü¿© 483),1
929,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â                ,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 04,4,2007.05.03,213,9.61,(Âü¿© 491),0
930,ÄÜ½ºÅºÂê ÀÌ¾ß±â | Áö¹Î¾ç ÀÌ¾ß±â                ,[ ÄÜ½ºÅºÂê ÀÌ¾ß±â ] ±×³àÀÇ ¾î¶² Ãæ°í # 05,5,2007.05.05,182,9.67,(Âü¿© 520),0
931,³×·ÎÀÇ ½ÇÇè½Ç                ,1. °ËÀº ¸¶¹ý»ç (»ó),1,2011.06.09,3618,9.66,(Âü¿© 1775),8
932,³×·ÎÀÇ ½ÇÇè½Ç                ,1. °ËÀº ¸¶¹ý»ç (Áß),2,2011.06.13,1508,9.65,(Âü¿© 1585),0
933,³×·ÎÀÇ ½ÇÇè½Ç                ,1. °ËÀº ¸¶¹ý»ç (ÇÏ),3,2011.06.16,711,9.68,(Âü¿© 1614),1
934,³×·ÎÀÇ ½ÇÇè½Ç                ,2. ¿À¿ùÀÇ ½ÅºÎ (»ó),4,2011.06.20,498,9.70,(Âü¿© 1622),0
935,³×·ÎÀÇ ½ÇÇè½Ç                ,2. ¿À¿ùÀÇ ½ÅºÎ (ÇÏ),5,2011.06.23,269,9.74,(Âü¿© 1613),0
936,º°ÀÇ À¯¾ð                ,1,1,2010.05.03,2671,9.55,(Âü¿© 864),13
937,º°ÀÇ À¯¾ð                ,2,2,2010.05.10,1421,9.56,(Âü¿© 779),9
938,º°ÀÇ À¯¾ð                ,3,3,2010.05.17,601,9.52,(Âü¿© 728),4
939,º°ÀÇ À¯¾ð                ,4,4,2010.05.24,431,9.59,(Âü¿© 728),3
940,º°ÀÇ À¯¾ð                ,5,5,2010.05.31,345,9.61,(Âü¿© 721),2
941,¼Ò¼³°¡J                ,µ¥½ºÇÃ·Ô~Death plot~,1,2008.10.22,1018,9.72,(Âü¿© 439),3
942,¼Ò¼³°¡J                ,Àýº®±Í 1È­,2,2008.11.09,1724,9.78,(Âü¿© 733),2
943,¼Ò¼³°¡J                ,Àýº®±Í 2È­,3,2008.11.19,1039,9.78,(Âü¿© 698),0
944,¼Ò¼³°¡J                ,Àýº®±Í 3È­,4,2008.12.04,677,9.73,(Âü¿© 525),0
945,¼Ò¼³°¡J                ,Àýº®±Í 4È­,5,2009.01.26,601,9.62,(Âü¿© 494),0
946,¿¬¿Á´ÔÀÌ º¸°í°è¼Å                ,¿¬¿Á´ÔÀÌ º¸°í°è¼Å 000,1,2008.11.04,1128,8.90,(Âü¿© 159),2
